31,109,19,23,125,69,125
77,47,7,23,37,57,37
95,81,43,143,55,37,55
21,61,19,169,5,105,5
25,107,7,35,5,65,5
215,15,59,131,47,173,47
3,39,139,111,57,3,57
63,273,45,81,17,69,17
231,95,1,105,161,99,161
61,129,25,85,9,91,9
35,35,81,175,13,143,13
117,69,67,77,199,33,199
109,255,87,169,9,187,9
107,25,35,41,125,99,125
57,33,189,31,25,49,25
61,1,13,145,83,19,83
87,19,81,135,15,21,15
105,69,155,157,79,165,79
21,125,3,111,207,39,207
21,101,43,1,33,19,33
147,17,73,97,177,47,177
109,9,51,219,135,23,135
